GENENAME;TYPE;PMID;OMIMGENE;ORIGINALENTRY;OMIMDISEASE
NDUFAF4;Mitochondrial complex I deficiency;17357067;611776;Mitochondrial complex I deficiency, 252010 (3);252010
NDUFAF5;Mitochondrial complex 1 deficiency;17357067;612360;Mitochondrial complex 1 deficiency, 252010 (3);252010
NDUFAF6;Leigh syndrome due to mitochondrial complex I deficiency;17357067;612392;Leigh syndrome due to mitochondrial complex I deficiency, 256000 (3);256000
NDUFB11;Linear skin defects with multiple congenital anomalies 3;17357067;300403;Linear skin defects with multiple congenital anomalies 3, 300952 (3);300952
NDUFB3;Mitochondrial complex I deficiency;17357067;603839;Mitochondrial complex I deficiency, 252010 (3);252010
NDUFS1;Mitochondrial complex I deficiency;17357067;157655;Mitochondrial complex I deficiency, 252010 (3);252010
NDUFS2;Mitochondrial complex I deficiency;17357067;602985;Mitochondrial complex I deficiency, 252010 (3);252010
NDUFS3;Leigh syndrome due to mitochondrial complex I deficiency;17357067;603846;Leigh syndrome due to mitochondrial complex I deficiency, 256000 (3);256000
NDUFS3;Mitochondrial complex I deficiency;17357067;603846;Mitochondrial complex I deficiency, 252010 (3);252010
NDUFS4;Leigh syndrome;17357067;602694;Leigh syndrome, 256000 (3);256000
NDUFS4;Mitochondrial complex I deficiency;17357067;602694;Mitochondrial complex I deficiency, 252010 (3);252010
NDUFS6;Mitochondrial complex I deficiency;17357067;603848;Mitochondrial complex I deficiency, 252010 (3);252010
NDUFS7;Leigh syndrome;17357067;601825;Leigh syndrome, 256000 (3);256000
NDUFS8;Leigh syndrome due to mitochondrial complex I deficiency;17357067;602141;Leigh syndrome due to mitochondrial complex I deficiency, 256000 (3);256000
NDUFV1;Mitochondrial complex I deficiency;17357067;161015;Mitochondrial complex I deficiency, 252010 (3);252010
NDUFV2;Mitochondrial complex I deficiency;17357067;600532;Mitochondrial complex I deficiency, 252010 (3);252010
NEB;Nemaline myopathy 2, autosomal recessive;17357067;161650;Nemaline myopathy 2, autosomal recessive, 256030 (3);256030
NEFL;Charcot-Marie-Tooth disease, type 1F;17357067;162280;Charcot-Marie-Tooth disease, type 1F, 607734 (3);607734
NEFL;Charcot-Marie-Tooth disease, type 2E;17357067;162280;Charcot-Marie-Tooth disease, type 2E, 607684 (3);607684
NEK1;Short-rib thoracic dysplasia 6 with or without polydactyly;17357067;604588;Short-rib thoracic dysplasia 6 with or without polydactyly, 263520 (3);263520
NELFE;Alternating hemiplegia of childhood 2;17357067;182350;Alternating hemiplegia of childhood 2, 614820 (3);614820
NELFE;CAPOS syndrome;17357067;182350;CAPOS syndrome, 601338 (3);601338
NELFE;Dystonia-12;17357067;182350;Dystonia-12, 128235 (3);128235
NET1;Orthostatic intolerance;17357067;163970;Orthostatic intolerance, 604715 (3);604715
NEU1;Sialidosis, type I;17357067;608272;Sialidosis, type I, 256550 (3);256550
NEU1;Sialidosis, type II;17357067;608272;Sialidosis, type II, 256550 (3);256550
NEUROD1;Diabetes mellitus, noninsulin-dependent;17357067;601724;{Diabetes mellitus, noninsulin-dependent}, 125853 (3);125853
NEUROD1;Maturity-onset diabetes of the young 6;17357067;601724;Maturity-onset diabetes of the young 6, 606394 (3);606394
NEUROG3;Diarrhea 4, malabsorptive, congenital;17357067;604882;Diarrhea 4, malabsorptive, congenital, 610370 (3);610370
NEXN;Cardiomyopathy, dilated, 1CC;17357067;613121;Cardiomyopathy, dilated, 1CC, 613122 (3);613122
NEXN;Cardiomyopathy, hypertrophic, 20;17357067;613121;Cardiomyopathy, hypertrophic, 20, 613876 (3);613876
NF1;Leukemia, juvenile myelomonocytic;17357067;613113;Leukemia, juvenile myelomonocytic, 607785 (3);607785
NF1;Neurofibromatosis, familial spinal;17357067;613113;Neurofibromatosis, familial spinal, 162210 (3);162210
NF1;Neurofibromatosis, type 1;17357067;613113;Neurofibromatosis, type 1, 162200 (3);162200
NF1;Neurofibromatosis-Noonan syndrome;17357067;613113;Neurofibromatosis-Noonan syndrome, 601321 (3);601321
NF1;Watson syndrome;17357067;613113;Watson syndrome, 193520 (3);193520
NF2;Meningioma, NF2-related, somatic;17357067;607379;Meningioma, NF2-related, somatic, 607174 (3);607174
NF2;Neurofibromatosis, type 2;17357067;607379;Neurofibromatosis, type 2, 101000 (3);101000
NF2;Schwannomatosis;17357067;607379;Schwannomatosis, 162091 (3);162091
NFIX;Marshall-Smith syndrome;17357067;164005;Marshall-Smith syndrome, 602535 (3);602535
NFIX;Sotos syndrome 2;17357067;164005;Sotos syndrome 2, 614753 (3);614753
NFKB2;Immunodeficiency, common variable, 10;17357067;164012;Immunodeficiency, common variable, 10, 615577 (3);615577
NFKBIA;Ectodermal dysplasia, anhidrotic, with T-cell immunodeficiency;17357067;164008;Ectodermal dysplasia, anhidrotic, with T-cell immunodeficiency, 612132 (3);612132
NFKBIL1;Rheumatoid arthritis, susceptibility to;17357067;601022;{Rheumatoid arthritis, susceptibility to}, 180300 (3);180300
NFU1;Multiple mitochondrial dysfunctions syndrome 1;17357067;608100;Multiple mitochondrial dysfunctions syndrome 1, 605711 (3);605711
NGF;Neuropathy, hereditary sensory and autonomic, type V;17357067;162030;Neuropathy, hereditary sensory and autonomic, type V, 608654 (3);608654
NGLY1;Congenital disorder of deglycosylation;17357067;610661;Congenital disorder of deglycosylation, 615273 (3);615273
NHEJ1;Severe combined immunodeficiency with microcephaly, growth retardation, and sensitivity to ionizing radiation;17357067;611290;Severe combined immunodeficiency with microcephaly, growth retardation, and sensitivity to ionizing radiation, 611291 (3);611291
NHLRC1;Epilepsy, progressive myoclonic 2B (Lafora);17357067;608072;Epilepsy, progressive myoclonic 2B (Lafora), 254780 (3);254780
NHP2;Dyskeratosis congenita, autosomal recessive 2;17357067;606470;Dyskeratosis congenita, autosomal recessive 2, 613987 (3);613987
NHS;Cataract 40, X-linked;17357067;300457;Cataract 40, X-linked, 302200 (3);302200
NHS;Nance-Horan syndrome;17357067;300457;Nance-Horan syndrome, 302350 (3);302350
NIN;Seckel syndrome 7;17357067;608684;Seckel syndrome 7, 614851 (3);614851
NIPA1;Spastic paraplegia 6, autosomal dominant;17357067;608145;Spastic paraplegia 6, autosomal dominant, 600363 (3);600363
NIPAL4;Ichthyosis, congenital, autosomal recessive 6;17357067;609383;Ichthyosis, congenital, autosomal recessive 6, 612281 (3);612281
NIPBL;Cornelia de Lange syndrome 1;17357067;608667;Cornelia de Lange syndrome 1, 122470 (3);122470
NKX2-1;Chorea, hereditary benign;17357067;600635;Chorea, hereditary benign, 118700 (3);118700
NKX2-1;Choreoathetosis, hypothyroidism, and neonatal respiratory distress;17357067;600635;Choreoathetosis, hypothyroidism, and neonatal respiratory distress, 610978 (3);610978
NKX2-1;Goiter, familial, due to TTF-1 defect;17357067;600635;Goiter, familial, due to TTF-1 defect (1);0
NKX2-5;Atrial septal defect 7, with or without AV conduction defects;17357067;600584;Atrial septal defect 7, with or without AV conduction defects, 108900 (3);108900
NKX2-5;Conotruncal heart malformations, variable;17357067;600584;Conotruncal heart malformations, variable, 217095 (3);217095
NKX2-5;Hypoplastic left heart syndrome 2;17357067;600584;Hypoplastic left heart syndrome 2, 614435 (3);614435
NKX2-5;Hypothyroidism, congenital nongoitrous, 5;17357067;600584;Hypothyroidism, congenital nongoitrous, 5, 225250 (3);225250
NKX2-5;Tetrology of Fallot;17357067;600584;Tetrology of Fallot, 187500 (3);187500
NKX2-5;Ventricular septal defect 3;17357067;600584;Ventricular septal defect 3, 614432 (3);614432
NKX2-6;Conotruncal heart malformations;17357067;611770;Conotruncal heart malformations, 217095 (3);217095
NKX2-6;Persistent truncus arteriosus;17357067;611770;Persistent truncus arteriosus, 217095 (3);217095
NKX3-2;Spondylo-megaepiphyseal-metaphyseal dysplasia;17357067;602183;Spondylo-megaepiphyseal-metaphyseal dysplasia, 613330 (3);613330
NLGN3;Asperger syndrome susceptibility, X-linked 1;17357067;300336;{Asperger syndrome susceptibility, X-linked 1}, 300494 (3);300494
NLGN3;Autism susceptibility, X-linked 1;17357067;300336;{Autism susceptibility, X-linked 1}, 300425 (3);300425
NLGN4X;Asperger syndrome susceptibility, X-linked 2;17357067;300427;{Asperger syndrome susceptibility, X-linked 2}, 300497 (3);300497
NLGN4X;Autism susceptibility, X-linked 2;17357067;300427;{Autism susceptibility, X-linked 2}, 300495 (3);300495
NLGN4X;Mental retardation, X-linked;17357067;300427;Mental retardation, X-linked, 300495 (3);300495
NLRC4;Autoinflammation with infantile enterocolitis;17357067;606831;Autoinflammation with infantile enterocolitis, 616050 (3);616050
NLRP1;Vitiligo-associated multiple autoimmune disease susceptibility 1;17357067;606636;{Vitiligo-associated multiple autoimmune disease susceptibility 1}, 606579 (3);606579
NLRP12;Familial cold autoinflammatory syndrome 2;17357067;609648;Familial cold autoinflammatory syndrome 2, 611762 (3);611762
NLRP3;CINCA syndrome;17357067;606416;CINCA syndrome, 607115 (3);607115
NLRP3;Familial cold-induced inflammatory syndrome 1;17357067;606416;Familial cold-induced inflammatory syndrome 1, 120100 (3);120100
NLRP3;Muckle-Wells syndrome;17357067;606416;Muckle-Wells syndrome, 191900 (3);191900
NLRP7;Hydatidiform mole, recurrent, 1;17357067;609661;Hydatidiform mole, recurrent, 1, 231090 (3);231090
NME1;Neuroblastoma;17357067;156490;Neuroblastoma, 256700 (3);256700
NME8;Ciliary dyskinesia, primary, 6;17357067;607421;Ciliary dyskinesia, primary, 6, 610852 (3);610852
NMNAT1;Leber congenital amaurosis 9;17357067;608700;Leber congenital amaurosis 9, 608553 (3);608553
NNMT;Homocysteine plasma level;17357067;600008;Homocysteine plasma level (2);0
NNT;Glucocorticoid deficiency 4;17357067;607878;Glucocorticoid deficiency 4, 614736 (3);614736
NOBOX;Premature ovarian failure 5;17357067;610934;Premature ovarian failure 5, 611548 (3);611548
NOD2;Blau syndrome;17357067;605956;Blau syndrome, 186580 (3);186580
NOD2;Inflammatory bowel disease 1;17357067;605956;{Inflammatory bowel disease 1}, 266600 (3);266600
NOD2;Psoriatic arthritis, susceptibility to;17357067;605956;{Psoriatic arthritis, susceptibility to}, 607507 (3);607507
NOD2;Sarcoidosis, early-onset;17357067;605956;Sarcoidosis, early-onset, 609464 (3);609464
NODAL;Heterotaxy, visceral, 5;17357067;601265;Heterotaxy, visceral, 5, 270100 (3);270100
NOG;Brachydactyly, type B2;17357067;602991;Brachydactyly, type B2, 611377 (3);611377
NOG;Multiple synostoses syndrome 1;17357067;602991;Multiple synostoses syndrome 1, 186500 (3);186500
NOG;Stapes ankylosis with broad thumb and toes;17357067;602991;Stapes ankylosis with broad thumb and toes, 184460 (3);184460
NOG;Symphalangism, proximal;17357067;602991;Symphalangism, proximal, 185800 (3);185800
NOG;Tarsal-carpal coalition syndrome;17357067;602991;Tarsal-carpal coalition syndrome, 186570 (3);186570
NOL3;Myoclonus, familial cortical;17357067;605235;Myoclonus, familial cortical, 614937 (3);614937
NOP10;Dyskeratosis congenita, autosomal recessive 1;17357067;606471;Dyskeratosis congenita, autosomal recessive 1, 224230 (3);224230
NOP56;Spinocerebellar ataxia 36;17357067;614154;Spinocerebellar ataxia 36, 614153 (3);614153
NOS1;Spermatogenic failure 12;17357067;608226;Spermatogenic failure 12, 615413 (3);615413
NOS2;Hypertension, susceptibility to;17357067;163730;{Hypertension, susceptibility to}, 145500 (2);145500
NOS2;Malaria, resistance to;17357067;163730;{Malaria, resistance to}, 611162 (3);611162
NOS3;Alzheimer disease, late-onset, susceptibility to;17357067;163729;{Alzheimer disease, late-onset, susceptibility to}, 104300 (3);104300
NOS3;Coronary artery spasm 1, susceptibility to;17357067;163729;{Coronary artery spasm 1, susceptibility to} (3);0
NOS3;Hypertension, pregnancy-induced;17357067;163729;{Hypertension, pregnancy-induced}, 189800 (3);189800
NOS3;Hypertension, susceptibility to;17357067;163729;{Hypertension, susceptibility to}, 145500 (3);145500
NOS3;Ischemic stroke, susceptibility to;17357067;163729;{Ischemic stroke, susceptibility to}, 601367 (3);601367
NOS3;Placental abruption;17357067;163729;{Placental abruption} (3);0
NOTCH1;Adams-Oliver syndrome 5;17357067;190198;Adams-Oliver syndrome 5, 616028 (3);616028
NOTCH1;Aortic valve disease 1;17357067;190198;Aortic valve disease 1, 109730 (3);109730
NOTCH2;Alagille syndrome 2;17357067;600275;Alagille syndrome 2, 610205 (3);610205
NOTCH2;Hajdu-Cheney syndrome;17357067;600275;Hajdu-Cheney syndrome, 102500 (3);102500
NOTCH3;Cerebral arteriopathy with subcortical infarcts and leukoencephalopathy;17357067;600276;Cerebral arteriopathy with subcortical infarcts and leukoencephalopathy, 125310 (3);125310
NOTCH3;Lateral meningocele syndrome;17357067;600276;Lateral meningocele syndrome, 130720 (3);130720
NPC1;Nasopharyngeal carcinoma 1;17357067;607107;{Nasopharyngeal carcinoma 1} (2);0
NPC1;Niemann-Pick disease, type C1;17357067;607623;Niemann-Pick disease, type C1, 257220 (3);257220
NPC1;Niemann-Pick disease, type D;17357067;607623;Niemann-Pick disease, type D, 257220 (3);257220
NPC1L1;Ezetimibe, nonresponse to;17357067;608010;[Ezetimibe, nonresponse to] (3);0
NPC2;Niemann-pick disease, type C2;17357067;601015;Niemann-pick disease, type C2, 607625 (3);607625
NPHP1;Joubert syndrome 4;17357067;607100;Joubert syndrome 4, 609583 (3);609583
NPHP1;Nephronophthisis 1, juvenile;17357067;607100;Nephronophthisis 1, juvenile, 256100 (3);256100
NPHP1;Senior-Loken syndrome-1;17357067;607100;Senior-Loken syndrome-1, 266900 (3);266900
NPHP3;Meckel syndrome 7;17357067;608002;Meckel syndrome 7, 267010 (3);267010
NPHP3;Nephronophthisis 3;17357067;608002;Nephronophthisis 3, 604387 (3);604387
NPHP3;Renal-hepatic-pancreatic dysplasia 1;17357067;608002;Renal-hepatic-pancreatic dysplasia 1, 208540 (3);208540
NPHP3;Senior-Loken syndrome 3;17357067;606995;Senior-Loken syndrome 3 (2);0
NPHP4;Nephronophthisis 4;17357067;607215;Nephronophthisis 4, 606966 (3);606966
NPHP4;Senior-Loken syndrome 4;17357067;607215;Senior-Loken syndrome 4, 606996 (3);606996
NPHS1;Nephrotic syndrome, type 1;17357067;602716;Nephrotic syndrome, type 1, 256300 (3);256300
NPHS2;Nephrotic syndrome, type 2;17357067;604766;Nephrotic syndrome, type 2, 600995 (3);600995
NPM1;Leukemia, acute myeloid;17357067;164040;Leukemia, acute myeloid, 601626 (3);601626
NPM1;Leukemia, acute promyelocytic, NPM/RARA type;17357067;164040;Leukemia, acute promyelocytic, NPM/RARA type (3);0
NPPA;Atrial fibrillation, familial, 6;17357067;108780;Atrial fibrillation, familial, 6, 612201 (3);612201
NPPA;Atrial standstill 2;17357067;108780;Atrial standstill 2, 615745 (3);615745
NPR2;Acromesomelic dysplasia, Maroteaux type;17357067;108961;Acromesomelic dysplasia, Maroteaux type, 602875 (3);602875
NPR2;Epiphyseal chondrodysplasia, Miura type;17357067;108961;Epiphyseal chondrodysplasia, Miura type, 615923 (3);615923
NPSR1;Asthma, susceptibility to, 2;17357067;608595;{Asthma, susceptibility to, 2}, 608584 (3);608584
NPSR1-AS1;Aortic aneurysm, familial abdominal 1;17357067;100070;Aortic aneurysm, familial abdominal 1 (2);0
NQO1;Benzene toxicity, susceptibility to;17357067;125860;{Benzene toxicity, susceptibility to} (3);0
NQO1;Breast cancer, poor survival after chemotherapy for;17357067;125860;{Breast cancer, poor survival after chemotherapy for} (3);0
NQO1;Leukemia, post-chemotherapy, susceptibility to;17357067;125860;{Leukemia, post-chemotherapy, susceptibility to} (3);0
NR0B1;46XY sex reversal 2, dosage-sensitive;17357067;300473;46XY sex reversal 2, dosage-sensitive, 300018 (3);300018
NR0B1;Adrenal hypoplasia, congenital, with hypogonadotropic hypogonadism;17357067;300473;Adrenal hypoplasia, congenital, with hypogonadotropic hypogonadism, 300200 (3);300200
NR0B1;Charcot-Marie-Tooth disease, dominant intermediate D;17357067;159440;Charcot-Marie-Tooth disease, dominant intermediate D, 607791 (3);607791
NR0B1;Charcot-Marie-Tooth disease, type 1A;17357067;601097;Charcot-Marie-Tooth disease, type 1A, 118220 (3);118220
NR0B1;Charcot-Marie-Tooth disease, type 1B;17357067;159440;Charcot-Marie-Tooth disease, type 1B, 118200 (3);118200
NR0B1;Charcot-Marie-Tooth disease, type 1E;17357067;601097;Charcot-Marie-Tooth disease, type 1E, 118300 (3);118300
NR0B1;Charcot-Marie-Tooth disease, type 2I;17357067;159440;Charcot-Marie-Tooth disease, type 2I, 607677 (3);607677
NR0B1;Charcot-Marie-Tooth disease, type 2J;17357067;159440;Charcot-Marie-Tooth disease, type 2J, 607736 (3);607736
NR0B1;Dejerine-Sottas disease;17357067;159440;Dejerine-Sottas disease, 145900 (3);145900
NR0B1;Neuropathy, congenital hypomyelinating;17357067;159440;Neuropathy, congenital hypomyelinating, 605253 (3);605253
NR0B1;Neuropathy, inflammatory demyelinating;17357067;601097;Neuropathy, inflammatory demyelinating, 139393 (3);139393
NR0B1;Neuropathy, recurrent, with pressure palsies;17357067;601097;Neuropathy, recurrent, with pressure palsies, 162500 (3);162500
NR0B1;Roussy-Levy syndrome;17357067;159440;Roussy-Levy syndrome, 180800 (3);180800
NR0B2;Obesity, mild, early-onset;17357067;604630;Obesity, mild, early-onset, 601665 (3);601665
NR2E1;Atrial septal defect 6;17357067;606742;Atrial septal defect 6, 613087 (3);613087
NR2E3;Enhanced S-cone syndrome;17357067;604485;Enhanced S-cone syndrome, 268100 (3);268100
NR2E3;Retinitis pigmentosa 37;17357067;604485;Retinitis pigmentosa 37, 611131 (3);611131
NR2F1;Bosch-Boonstra-Schaaf optic atrophy syndrome;17357067;132890;Bosch-Boonstra-Schaaf optic atrophy syndrome, 615722 (3);615722
